page,titre,adresse_page,lien,code,famille,statut,cible,detail
1446,Education prioritaire : RDV jeudi 19/01 à 10h30 au Parc Chanot pour un nouveau temps fort national de mobilisation,/13/education-prioritaire-rdv-jeudi-19-01-a-10h30-au-parc-chanot-pour-un-nouveau-temps-fort-national-de-mobilisation/,http://www.cnt-so.org/Mardi-03-janvier-2017-mobilisation,404,spip,laisse,,
1449,"Education Prioritaire :  nouveau ""temps fort"" de mobilisation, le 10 janvier",/13/education-prioritaire-nouveau-temps-fort-de-mobilisation-le-10-janvier/,http://www.cnt-so.org/Mardi-03-janvier-2017-mobilisation,404,spip,laisse,,
1459,"Élections TPE 2016 : pour une alternative syndicale, le vote CNT – Solidarité Ouvrière  !",/13/elections-tpe-2016-pour-une-alternative-syndicale-le-vote-cnt-solidarite-ouvriere/,http://www.cnt-so.org/13/spip.php?article190,404,irreparable,laisse,,
1463,ÉLECTIONS TPE 2016 (30 décembre 2016 - 13 janvier 2017) : mode d'emploi,/13/elections-tpe-2016-30-decembre-2016-13-janvier-2017-mode-demploi/,http://www.cnt-so.org/13/spip.php?article205,404,irreparable,laisse,,
1478,Hôtel Radisson Blu - Vieux-Port : le « mouvement des femmes de chambre » fait tache d'huile ! - Appel à soutien,/13/hotel-radisson-blu-vieux-port-le-mouvement-des-femmes-de-chambre-fait-tache-dhuile-appel-a-soutien/,http://www.cnt-so.org/13/spip.php?article188,404,irreparable,laisse,,
1478,Hôtel Radisson Blu - Vieux-Port : le « mouvement des femmes de chambre » fait tache d'huile ! - Appel à soutien,/13/hotel-radisson-blu-vieux-port-le-mouvement-des-femmes-de-chambre-fait-tache-dhuile-appel-a-soutien/,http://www.cnt-so.org/13/spip.php?article189,404,irreparable,laisse,,
1487,Appart'City Euromed (Marseille 2°) :  14 jours de grève et une détermination intacte !,/13/appartcity-euromed-marseille-2-14-jours-de-greve-et-une-determination-intacte/,http://www.cnt-so.org/13/IMG/pdf/communiquesamsic_27sept16.pdf,404,fichier_spip,laisse,,0 fichier(s) de ce nom
1488,Solidarité active et financière avec nos camarades de SAMSIC en grève !,/13/solidarite-active-et-financiere-avec-nos-camarades-de-samsic-en-greve/,http://www.cnt-so.org/13/spip.php?article181,404,irreparable,laisse,,
1489,Mouvement de grève à l'Appart'City Euromed : revue de presse,/13/mouvement-de-greve-a-lappartcity-euromed-revue-de-presse/,http://www.cnt-so.org/13/spip.php?article181,404,irreparable,laisse,,
1496,FIN DE CONFLIT VICTORIEUSE AU B&B JOLIETTE !,/13/fin-de-conflit-victorieuse-au-bb-joliette/,http://www.cnt-so.org/13/spip.php?article167,404,irreparable,laisse,,
1496,FIN DE CONFLIT VICTORIEUSE AU B&B JOLIETTE !,/13/fin-de-conflit-victorieuse-au-bb-joliette/,http://www.cnt-so.org/13/spip.php?article168,404,irreparable,laisse,,
1501,Mouvement de grève reconductible des femmes de chambre de l'hôtel B&B Joliette,/13/mouvement-de-greve-reconductible-des-femmes-de-chambre-de-lhotel-bb-joliette/,http://www.cnt-so.org/13/spip.php?article168,404,irreparable,laisse,,
1528,RÉPRESSION DU MOUVEMENT SOCIAL: ET MAINTENANT LA POLICE ARRÊTE LES MANIFESTANTS PRÉVENTIVEMENT,/13/repression-du-mouvement-social-et-maintenant-la-police-arrete-les-manifestants-preventivement/,http://www.cnt-so.org/Inadmissible,404,spip,laisse,,
1558,Salaires ouvriers et ETAM du bâtiment PACA 2016,/13/salaires-ouvriers-et-etam-du-batiment-paca-2016/,http://www.cnt-so.org/13/spip.php?article227,404,irreparable,laisse,,
1559,TRAVAUX PUBLICS :  salaires et indemnités - Ouvriers et ETAM  - PACA - 2016,/13/travaux-publics-salaires-et-indemnites-ouvriers-et-etam-paca-2016/,http://www.cnt-so.org/13/spip.php?article209,404,irreparable,laisse,,
1560,Nettoyage : grille des salaires 2016,/13/nettoyage-grille-des-salaires-2016/,http://www.cnt-so.org/13/spip.php?article213,404,irreparable,laisse,,
1563,Hôtel Adagio Vieux-port : première mobilisation payante pour les salariées d’ONET !,/13/hotel-adagio-vieux-port-premiere-mobilisation-payante-pour-les-salariees-donet/,http://www.cnt-so.org/13/spip.php?article124,404,irreparable,laisse,,
1575,Éducation/Recherche : Rentrée des classes... rentrée syndicale !,/13/education-recherche-rentree-des-classes-rentree-syndicale/,http://www.cnt-so.org/13/spip.php?article80,404,irreparable,laisse,,
1586,TRAVAUX PUBLICS :  salaires et indemnités - Ouvriers et ETAM  - PACA - 2015,/13/travaux-publics-salaires-et-indemnites-ouvriers-et-etam-paca-2015/,http://www.cnt-so.org/13/spip.php?article130,404,irreparable,laisse,,
1588,Nettoyage : grille des salaires 2015,/13/nettoyage-grille-des-salaires-2015/,http://www.cnt-so.org/13/spip.php?article128,404,irreparable,laisse,,
1615,Salaires ouvriers et ETAM du bâtiment PACA (2014-2015),/13/salaires-ouvriers-et-etam-du-batiment-paca-2014-2015/,http://www.cnt-so.org/13/spip.php?article131,404,irreparable,laisse,,
1704,Nous sommes près de 500 000 salariés du...,/13/nous-sommes-pres-de-500-000-salaries-du/,http://www.cnt-so.org/Nettoyage-grilles-des-salaires653b.,404,spip,laisse,,titre SPIP en double
294,Rentrée scolaire 2023 : dossier spécial de la Fédération Éducation & Recherche CNT-SO,/auvergne/rentree-scolaire-2023-dossier-special-de-la-federation-education-recherche-cnt-so/,https://educ.cnt-so.org/guide-dautodefense-syndicale-pour-les-assistant%C2%B7es-deducation/,404,wordpress,repare,https://educ.cnt-so.org/article/guide-dautodefense-syndicale-pour-les-assistantes-deducation/,guide-dautodefense-syndicale-pour-les-assistantes-deducation
294,Rentrée scolaire 2023 : dossier spécial de la Fédération Éducation & Recherche CNT-SO,/auvergne/rentree-scolaire-2023-dossier-special-de-la-federation-education-recherche-cnt-so/,https://educ.cnt-so.org/travailleur%c2%b7euse-du-superieur-et-de-la-recheche-organise-toi-syndique-toi/,404,wordpress,repare,https://educ.cnt-so.org/article/travailleureuse-du-superieur-et-de-la-recheche-organise-toi-syndique-toi/,travailleureuse-du-superieur-et-de-la-recheche-organise-toi-syndique-toi
301,"Festival des derniers de cordée, 23 & 24 septembre 2023 à Taxat-Senat (03)",/auvergne/festival-des-derniers-de-cordee-23-24-septembre-2023-a-taxat-senat-03/,https://cnt-so.org/category/syndicalisme/communication-culture-spectacle/spectacle/,404,categorie,laisse,,0 catégorie(s)
612,Livreurs des plateformes : dossier élections professionnelles 2022,/auvergne/livreurs-des-plateformes-dossier-elections-professionnelles-2022/,https://cnt-so.org/category/cnt-so/orientations-presentation/,404,categorie,repare,https://cnt-so.org/categorie/orientations-presentation/,
675,"En 2022, on s’organise avec la CNT-SO !",/auvergne/en-2022-on-sorganise-avec-la-cnt-so/,http://www.cnt-so.org/+Adherer-a-la-CNT-Solidarite+,404,spip,laisse,,
722,Livreurs : la plateforme Deliveroo renvoyée en correctionnelle !,/auvergne/livreurs-la-plateforme-deliveroo-renvoyee-en-correctionnelle/,https://cnt-so.org/category/syndicalisme/livreurs-travailleurs-euses-des-plateformes/,404,categorie,repare,https://cnt-so.org/categorie/livreurs-travailleurs-euses-des-plateformes/,
784,Salarié.e.s du privé : 10 règles d’or pour défendre ses droits !,/auvergne/salarie-e-s-du-prive-10-regles-dor-pour-defendre-ses-droits/,http://www.cnt-so.org/En-2021-protege-toi-syndique-toi,404,spip,repare,https://cnt-so.org/article/en-2021-protege-toi-syndique-toi/,en-2021-protege-toi-syndique-toi
848,"Restauration : protège-toi, syndique-toi !",/auvergne/restauration-protege-toi-syndique-toi/,http://www.cnt-so.org/En-2021-protege-toi-syndique-toi,404,spip,repare,https://cnt-so.org/article/en-2021-protege-toi-syndique-toi/,en-2021-protege-toi-syndique-toi
932,"Elections professionnelles TPE 2021 : c’est nous qui travaillons, c’est nous qui décidons !",/auvergne/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,http://www.cnt-so.org/Elections-professionnelles-TPE,404,spip,laisse,,titre SPIP en double
932,"Elections professionnelles TPE 2021 : c’est nous qui travaillons, c’est nous qui décidons !",/auvergne/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,http://www.cnt-so.org/Election-TPE-TPA-2021-profession,404,spip,repare,https://cnt-so.org/article/election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so/,election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so
938,"Brevets sur les vaccins anti-covid, Stop. Réquisition !",/auvergne/brevets-sur-les-vaccins-anti-covid-stop-requisition/,https://cnt-so.org/brevets-sur-les-vaccins-anti-covid-stop-requisition/vaccinsbrevet-stop-requisition@protonmail.com,404,courriel,repare,mailto:vaccinsbrevet-stop-requisition@protonmail.com,
938,"Brevets sur les vaccins anti-covid, Stop. Réquisition !",/auvergne/brevets-sur-les-vaccins-anti-covid-stop-requisition/,https://cnt-so.org/brevets-sur-les-vaccins-anti-covid-stop-requisition/brevetsvaccinscovidrequisition@gmail.com,404,courriel,repare,mailto:brevetsvaccinscovidrequisition@gmail.com,
968,"MICHELIN, ENCORE UN PLAN SOCIAL COVIDO-BOURSIER !",/auvergne/michelin-encore-un-plan-social-covido-boursier/,http://www.cnt-so.org/IMG/pdf/michelin-_encore_un_plan_social_covido-boursier_03_63-1.pdf,404,fichier_spip,repare,/documents/808/michelin-_encore_un_plan_social_covido-boursier_03_63-1.pdf,2021/01/michelin-_encore_un_plan_social_covido-boursier_03_63-1.pdf
1057,Hôpital public : appel à la mobilisation du 16 juin de la CNT-SO Santé – Section AP-HP,/auvergne/hopital-public-appel-a-la-mobilisation-du-16-juin-de-la-cnt-so-sante-section-ap-hp/,http://www.cnt-so.org/IMG/pdf/une_catastrophe_annoncee_21_avril_2020-2.pdf,404,fichier_spip,laisse,,0 fichier(s) de ce nom
1172,3ème congrès confédéral (novembre 2019) : motion d’orientation,/auvergne/3eme-congres-confederal-novembre-2019-motion-dorientation/,http://www.cnt-so.org/Soutenez-la-souscription,404,spip,laisse,,
1302,"Restauration : en 2018, on s’organise avec la CNT-SO !",/auvergne/restauration-en-2018-on-sorganise-avec-la-cnt-so/,http://www.cnt-so.org/+Adherer-a-la-CNT-Solidarite+,404,spip,laisse,,
105,Salarié.e.s du privé : 10 règles d’or pour défendre ses droits !,/poitiers/salarie-e-s-du-prive-10-regles-dor-pour-defendre-ses-droits/,https://cnt-so.org/en-2022-on-sorganise/,404,wordpress,laisse,,
1315,"Nettoyage : Stop au mépris et à l’exploitation ! En 2018, on s’organise avec la CNT-SO !",/rhone-alpes/nettoyage-stop-au-mepris-et-a-lexploitation-en-2018-on-sorganise-avec-la-cnt-so/,http://www.cnt-so.org/Nettoyage-grilles-des-salaires653b.,404,spip,laisse,,titre SPIP en double
1403,"[Appel unitaire 69] Après le succès du 12 septembre, il faut amplifier la mobilisation le 21 septembre !",/rhone-alpes/appel-unitaire-69-apres-le-succes-du-12-septembre-il-faut-amplifier-la-mobilisation-le-21-septembre/,http://www.cnt-so.org/IMG/pdf/cnt_so_21_09_17.pdf,404,fichier_spip,laisse,,0 fichier(s) de ce nom
1404,12 SEPTEMBRE 2017 Public – privé : tous et toutes en grève et dans la rue !,/rhone-alpes/12-septembre-2017-public-prive-tous-et-toutes-en-greve-et-dans-la-rue/,http://www.cnt-so.org/Baisse-des-cotisations-sociales,404,spip,repare,https://rhone-alpes.cnt-so.org/article/baisse-des-cotisations-sociales-attention-arnaques/,baisse-des-cotisations-sociales-attention-arnaques
1404,12 SEPTEMBRE 2017 Public – privé : tous et toutes en grève et dans la rue !,/rhone-alpes/12-septembre-2017-public-prive-tous-et-toutes-en-greve-et-dans-la-rue/,http://www.cnt-so.org/IMG/pdf/cnt_so_12.09.2017.pdf,404,fichier_spip,repare,/documents/747/cnt_so_12.09.2017.pdf,sites/2/2017/09/cnt_so_12.09.2017.pdf
1408,"Clinique du Val d’Ouest (Ecully) : après une nouvelle grève, réintégration d’une collègue et respect des accords !",/rhone-alpes/clinique-du-val-douest-ecully-apres-une-nouvelle-greve-reintegration-dune-collegue-et-respect-des-accords/,http://www.cnt-so.org/LES-GREVISTES-ONT-FAIT-LE-GRAND,404,spip,laisse,,
1414,GRAND MÉNAGE DES ABUS A LA CLINIQUE DU VAL D'OUEST (ECULLY),/rhone-alpes/grand-menage-des-abus-a-la-clinique-du-val-douest-ecully/,http://www.cnt-so.org/REMUE-MENAGE-A-LA-CLINIQUE-DU-VAL,404,spip,laisse,,
1461,Élections TPE 2016 : mode d'emploi,/rhone-alpes/elections-tpe-2016-mode-demploi/,http://www.cnt-so.org/Elections-T-P-E-2016-Si-personne,404,spip,laisse,,elections-t-p-e-2016-si-personne-ne-travaille-pour-toi-que-personne-ne-decide-pour-toi | elections-t-p-e-2016-si-personne-ne-travaille-pour-toi-que-personne-ne-decide-pour-toi-2
1829,"2026 : dans l’éducation, on s’organise, on se syndique !",/education/2025-dans-leducation-on-sorganise-on-se-syndique/,https://educ.cnt-so.org/qui-sommes-nous/presentation/,404,irreparable,laisse,,
1877,"ASSISTANT·ES D’ÉDUCATION : FACE AU MÉPRIS, S’ORGANISER ET LUTTER !",/education/aed-ap-aps-face-au-mepris-sorganiser-et-lutter/,https://educ.cnt-so.org/guide-dautodefense-syndicale-pour-les-assistant%c2%b7es-deducation/,404,wordpress,repare,https://educ.cnt-so.org/article/guide-dautodefense-syndicale-pour-les-assistantes-deducation/,guide-dautodefense-syndicale-pour-les-assistantes-deducation
113,Salarié.e.s du privé : 10 règles d'or pour défendre ses droits !,/salarie-e-s-du-prive-10-regles-dor-pour-defendre-ses-droits/,https://cnt-so.org/en-2022-on-sorganise/,404,wordpress,laisse,,
295,Rentrée scolaire 2023 : dossier spécial de la Fédération Éducation & Recherche CNT-SO,/rentree-scolaire-2023-dossier-special-de-la-federation-education-recherche-cnt-so/,https://educ.cnt-so.org/travailleur%c2%b7euse-du-superieur-et-de-la-recheche-organise-toi-syndique-toi/,404,wordpress,repare,https://educ.cnt-so.org/article/travailleureuse-du-superieur-et-de-la-recheche-organise-toi-syndique-toi/,travailleureuse-du-superieur-et-de-la-recheche-organise-toi-syndique-toi
302,"Festival des derniers de cordée, 23 & 24 septembre 2023 à Taxat-Senat (03)",/festival-des-derniers-de-cordee-23-24-septembre-2023-a-taxat-senat-03/,https://cnt-so.org/category/syndicalisme/communication-culture-spectacle/spectacle/,404,categorie,laisse,,0 catégorie(s)
317,"Rencontre à Poitiers, autour du travail social, le 22/06/23",/rencontre-a-poitiers-autour-du-travail-social-le-22-06-23/,https://cnt-so.org/poitiers/category/espace-des-syndicats/,404,categorie,repare,https://86.cnt-so.org/categorie/espace-des-syndicats/,
518,L'intersyndicale des livreurs interpelle le gouvernement sur la situation des sans-papiers UBERisés,/lintersyndicale-des-livreurs-interpelle-le-gouvernement-sur-la-situation-des-sans-papiers-uberises/,https://cnt-so.org/manifestation-des-livreurs-uberises-en-colere-lundi-12-09-a-paris/,404,wordpress,laisse,,
611,Livreurs des plateformes : dossier élections professionnelles 2022,/elections-livreurs/,https://cnt-so.org/category/cnt-so/orientations-presentation/,404,categorie,repare,https://cnt-so.org/categorie/orientations-presentation/,
782,Livreurs : la plateforme Deliveroo renvoyée en correctionnelle !,/livreurs-la-plateforme-deliveroo-renvoyee-en-correctionnelle/,https://cnt-so.org/category/syndicalisme/livreurs-travailleurs-euses-des-plateformes/,404,categorie,repare,https://cnt-so.org/categorie/livreurs-travailleurs-euses-des-plateformes/,
884,Coronavirus nos droits : tutos d'auto-défense syndicale,/coronavirus-nos-droits-tutos-dauto-defense-syndicale/,http://www.cnt-so.org/CSE-le-droit-d-alerte,404,spip,repare,https://cnt-so.org/article/cse-le-droit-dalerte/,cse-le-droit-dalerte
884,Coronavirus nos droits : tutos d'auto-défense syndicale,/coronavirus-nos-droits-tutos-dauto-defense-syndicale/,http://www.cnt-so.org/COVID-2019-AU-TRAVAIL-EXERCER-SON,404,spip,laisse,,
884,Coronavirus nos droits : tutos d'auto-défense syndicale,/coronavirus-nos-droits-tutos-dauto-defense-syndicale/,http://www.cnt-so.org/COVID-19-les-mesures-de-protection-en-entreprise-et-les-obligations-des-employeurs,404,spip,repare,https://cnt-so.org/article/covid-19-les-mesures-de-protection-en-entreprise-et-les-obligations-des-employeurs/,covid-19-les-mesures-de-protection-en-entreprise-et-les-obligations-des-employeurs
884,Coronavirus nos droits : tutos d'auto-défense syndicale,/coronavirus-nos-droits-tutos-dauto-defense-syndicale/,http://www.cnt-so.org/Les-equipements-de-protection-des,404,spip,repare,https://cnt-so.org/article/les-equipements-de-protection-des-salarie-e-s-epi-port-du-masque/,les-equipements-de-protection-des-salarie-e-s-epi-port-du-masque
884,Coronavirus nos droits : tutos d'auto-défense syndicale,/coronavirus-nos-droits-tutos-dauto-defense-syndicale/,http://www.cnt-so.org/COVID-19-Autotests-gratuits-pour,404,spip,repare,https://cnt-so.org/article/covid-19-autotests-gratuits-pour-les-intervenant-e-s-a-domicile/,covid-19-autotests-gratuits-pour-les-intervenant-e-s-a-domicile
884,Coronavirus nos droits : tutos d'auto-défense syndicale,/coronavirus-nos-droits-tutos-dauto-defense-syndicale/,http://www.cnt-so.org/Conges-payes-RTT-repos-Vos-droits,404,spip,repare,https://cnt-so.org/article/conges-payes-rtt-repos-vos-droits-en-periode-de-coronavirus/,conges-payes-rtt-repos-vos-droits-en-periode-de-coronavirus
884,Coronavirus nos droits : tutos d'auto-défense syndicale,/coronavirus-nos-droits-tutos-dauto-defense-syndicale/,http://www.cnt-so.org/CONGE-POUR-GARDE-D-ENFANT,404,spip,repare,https://cnt-so.org/article/conge-pour-garde-denfant-dispositif-pour-le-covid-2019/,conge-pour-garde-denfant-dispositif-pour-le-covid-2019
884,Coronavirus nos droits : tutos d'auto-défense syndicale,/coronavirus-nos-droits-tutos-dauto-defense-syndicale/,http://www.cnt-so.org/COVID-19-le-cas-des-personnes991,404,spip,laisse,,titre SPIP en double
899,COVID-19 : le cas des personnes vulnérables et de leurs proches,/covid-19-le-cas-des-personnes-vulnerables-et-de-leurs-proches-2/,http://www.cnt-so.org/COVID-19-le-cas-des-personnes,404,spip,laisse,,titre SPIP en double
928,"Travailleurs.euses des librairies, organisons-nous !",/travailleurs-euses-des-librairies-organisons-nous/,http://www.cnt-so.org/En-2021-protege-toi-syndique-toi,404,spip,repare,https://cnt-so.org/article/en-2021-protege-toi-syndique-toi/,en-2021-protege-toi-syndique-toi
928,"Travailleurs.euses des librairies, organisons-nous !",/travailleurs-euses-des-librairies-organisons-nous/,http://www.cnt-so.org/Elections-professionnelles-TPE973,404,spip,laisse,,titre SPIP en double
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,http://www.cnt-so.org/Elections-professionnelles-TPE,404,spip,laisse,,titre SPIP en double
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,http://www.cnt-so.org/Election-TPE-TPA-2021-profession,404,spip,repare,https://cnt-so.org/article/election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so/,election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so
950,Nettoyage : grilles des salaires 2021,/nettoyage-grilles-des-salaires-2021/,http://www.cnt-so.org/IMG/pdf/cnt_so_grille_salaire_nettoyage_2021.pdf,404,fichier_spip,repare,/documents/(à verser),2021/01/cnt_so_grille_salaire_nettoyage_2021.pdf
970,Elections professionnelles TPE 2021 : mode d'emploi,/elections-professionnelles-tpe-2021-mode-demploi/,http://www.cnt-so.org/Election-TPE-TPA-2021-profession,404,spip,repare,https://cnt-so.org/article/election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so/,election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so
970,Elections professionnelles TPE 2021 : mode d'emploi,/elections-professionnelles-tpe-2021-mode-demploi/,http://www.cnt-so.org/Elections-professionnelles-TPE973,404,spip,laisse,,titre SPIP en double
977,Novotel Marseille Prado : signature d'un protocole d'accord après un mois de grève,/novotel-marseille-prado-signature-dun-protocole-daccord-apres-un-mois-de-greve/,http://www.cnt-so.org/De-Paris-a-Marseille-les-sous,404,spip,repare,https://cnt-so.org/article/de-paris-a-marseille-les-sous-traitees-de-lhotellerie-en-lutte-font-front-commun/,de-paris-a-marseille-les-sous-traitees-de-lhotellerie-en-lutte-font-front-commun
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,http://www.cnt-so.org/Election-TPE-TPA-2021-profession,404,spip,repare,https://cnt-so.org/article/election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so/,election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so
1010,"L'épidémie flambe, élèves et personnels doivent être protégés !",/lepidemie-flambe-eleves-et-personnels-doivent-etre-proteges/,http://www.cnt-so.org/Education-J-M-Blanquer-vous,404,spip,repare,https://cnt-so.org/article/education-j-m-blanquer-vous-souhaite-une-choyeuse-rentree/,education-j-m-blanquer-vous-souhaite-une-choyeuse-rentree
1013,"Mobilisation réussie pour l'""acte 3 des sans-papiers""",/mobilisation-reussie-pour-lacte-3-des-sans-papiers/,http://www.cnt-so.org/19-septembre-17-octobre-Marche,404,spip,repare,https://cnt-so.org/article/19-septembre-17-octobre-marche-nationale-des-sans-papiers/,19-septembre-17-octobre-marche-nationale-des-sans-papiers
1015,COVID-19 : le cas des personnes vulnérables et de leurs proches,/covid-19-le-cas-des-personnes-vulnerables-et-de-leurs-proches/,http://www.cnt-so.org/Activite-partielle-le-cas-des,404,spip,repare,https://cnt-so.org/article/activite-partielle-le-cas-des-personnes-vulnerables-et-leurs-proches-secteur-prive/,activite-partielle-le-cas-des-personnes-vulnerables-et-leurs-proches-secteur-prive
1021,La CNT-Solidarité Ouvrière c'est quoi ?,/on-a-toujours-raison-de-se-syndiquer-presentation-de-la-cnt-solidarite-ouvriere/,https://cnt-so.org/en-2023-on-sorganise/,404,wordpress,laisse,,
1031,COVID-19 : les obligations à charge des employeurs,/covid-19-les-obligations-a-charge-des-employeurs/,http://www.cnt-so.org/Les-equipements-de-protection-des,404,spip,laisse,,
1034,Rentrée 2020 : retrouvons la force du collectif !,/rentree-2020-retrouvons-la-force-du-collectif/,http://www.cnt-so.org/Rentree-COVID-19-le-Ministere-de-l,404,spip,laisse,,
1034,Rentrée 2020 : retrouvons la force du collectif !,/rentree-2020-retrouvons-la-force-du-collectif/,http://www.cnt-so.org/+Adherer-a-la-CNT-Solidarite+,404,spip,laisse,,
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/CSE-le-droit-d-alerte,404,spip,laisse,,
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/COVID-2019-AU-TRAVAIL-EXERCER-SON,404,spip,laisse,,
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/Coronavirus-exercer-son-droit-de,404,spip,repare,https://cnt-so.org/article/coronavirus-exercer-son-droit-de-retrait-dans-leducation/,coronavirus-exercer-son-droit-de-retrait-dans-leducation
